Respondent,Hobby,OpenSource,Country,Student,Employment,FormalEducation,UndergradMajor,CompanySize,DevType,YearsCoding,YearsCodingProf,JobSearchStatus,LastNewJob,AssessBenefits11,Salary,LanguageWorkedWith,DatabaseWorkedWith,PlatformWorkedWith,FrameworkWorkedWith,IDE,OperatingSystem,NumberMonitors,AdBlocker,AdsAgreeDisagree2,StackOverflowRecommend,StackOverflowVisit,StackOverflowHasAccount,StackOverflowParticipate,StackOverflowJobs,StackOverflowDevStory,StackOverflowJobsRecommend,StackOverflowConsiderMember
4174,Yes,No,China,"Yes, full-time",Employed full-time,Primary/elementary school,,10 to 19 employees,Embedded applications or devices developer,18-20 years,,,,,,Java,MongoDB;SQL Server,,,,,,,,,,,,,,,
4294,Yes,Yes,China,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",20 to 99 employees,Back-end developer;DevOps specialist,3-5 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,4.0,,,,,,,,,,,,,,,,,,
4328,Yes,Yes,Singapore,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Another engineering discipline (ex. civil, electrical, mechanical)",500 to 999 employees,Back-end developer;Product manager,15-17 years,,,,,,,,,,,,,,,10 (Very Likely),A few times per week,Yes,A few times per month or weekly,Yes,"No, I have one but it's out of date",5,Yes
4522,Yes,No,China,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","A health science (ex. nursing, pharmacy, radiology)","10,000 or more employees",QA or test developer,6-8 years,6-8 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,6.0,144000,C;C#;Perl;Python;SQL;VBA,SQL Server;SQLite,Android;Azure;Linux;SharePoint;Windows Desktop or Server,.NET Core,Android Studio;IntelliJ;PyCharm;Vim;Visual Studio,Linux-based,2,Yes,Strongly agree,,,,,,,,
4643,Yes,No,South Korea,"Yes, full-time",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",10 to 19 employees,Back-end developer;Desktop or enterprise applications developer;Front-end developer;Full-stack developer;Mobile developer;Product manager;System administrator,21-23 years,6-8 years,"I’m not actively looking, but I am open to new opportunities",Between 2 and 4 years ago,1.0,"43,000,000",,,,,,,,,,,,,,,,,
4726,Yes,No,China,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Information systems, information technology, or system administration",10 to 19 employees,Back-end developer;Engineering manager,6-8 years,3-5 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,2.0,18000,Java;JavaScript;Python;SQL;Kotlin;HTML,MySQL,Android;Linux,Spring,Android Studio;IntelliJ;IPython / Jupyter;PyCharm;Vim;Visual Studio Code,Linux-based,1,Yes,Somewhat agree,5,Multiple times per day,Yes,Less than once per month or monthly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",,I'm not sure
4995,No,No,Singapore,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","1,000 to 4,999 employees",Mobile developer,9-11 years,,,,,,Java;JavaScript;HTML;CSS;Bash/Shell,SQL Server;MySQL;SQLite,Android;Linux,Spring,Android Studio;Atom;Eclipse;NetBeans;Notepad++;Vim,Windows,2,Yes,,,,,,,,,
5072,No,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Another engineering discipline (ex. civil, electrical, mechanical)","1,000 to 4,999 employees",Back-end developer;Designer;Desktop or enterprise applications developer;Front-end developer;Full-stack developer,3-5 years,3-5 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,,5000,Java;JavaScript;HTML;CSS,Cassandra;SQL Server;MySQL;PostgreSQL;Oracle,Windows Desktop or Server,,Atom;Eclipse;Notepad++,Windows,2,No,Neither agree nor disagree,10 (Very Likely),Multiple times per day,Yes,A few times per week,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",,Yes
5298,Yes,No,Japan,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",20 to 99 employees,Front-end developer;System administrator,3-5 years,3-5 years,"I’m not actively looking, but I am open to new opportunities",Between 2 and 4 years ago,6.0,,C;C#;Java;JavaScript;Objective-C;Ruby;SQL;HTML;CSS,MongoDB;MySQL,Android;iOS;Linux,,Android Studio;Sublime Text;Xcode,Linux-based,2,I'm not sure/I don't know,Somewhat agree,8,Multiple times per day,Yes,Less than once per month or monthly,Yes,"No, I have one but it's out of date",5,Yes
5312,Yes,No,China,"Yes, full-time",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","A social science (ex. anthropology, psychology, political science)",100 to 499 employees,Front-end developer,0-2 years,0-2 years,,,,,,,,,,,,,,,,,,,,,
5320,Yes,Yes,China,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",500 to 999 employees,Front-end developer;Full-stack developer,9-11 years,,,,,,JavaScript;HTML;CSS,MySQL;Neo4j,Android;iOS;Linux;Windows Desktop or Server,Node.js;React,Visual Studio Code,Linux-based,2,Yes,Somewhat agree,,,,,,,,
5355,Yes,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","10,000 or more employees",Back-end developer;Front-end developer;Full-stack developer,12-14 years,,,,,,Java;JavaScript;Python;SQL;TypeScript;HTML;CSS;Bash/Shell,Apache HBase;Apache Hive,Linux,Angular;Hadoop;Spark;Spring,IntelliJ;Vim,Linux-based,2,Yes,Neither agree nor disagree,,,,,,,,
5591,Yes,Yes,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","10,000 or more employees",Back-end developer;Data or business analyst;Front-end developer;Full-stack developer,6-8 years,3-5 years,"I’m not actively looking, but I am open to new opportunities",Between 2 and 4 years ago,7.0,4423,Java;JavaScript;SQL;TypeScript,MongoDB;Redis;MariaDB;Memcached,,Angular;Node.js;Spring,Atom;Eclipse;Sublime Text,MacOS,2,No,Strongly agree,10 (Very Likely),Multiple times per day,Yes,Less than once per month or monthly,Yes,"No, and I don't know what that is",6,No
5638,Yes,Yes,Japan,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","10,000 or more employees",Engineering manager;Full-stack developer,30 or more years,21-23 years,"I’m not actively looking, but I am open to new opportunities",More than 4 years ago,,,,,,,,,,,,10 (Very Likely),Multiple times per day,Yes,Less than once per month or monthly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",,Yes
5793,Yes,No,China,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","10,000 or more employees",Back-end developer,12-14 years,,,,,,C++,MongoDB,AWS,Node.js,Eclipse;Visual Studio,Windows,2,,,10 (Very Likely),Daily or almost daily,No,,"No, I didn't know that Stack Overflow had a jobs board",,,Yes
5797,Yes,Yes,China,"Yes, full-time",Employed full-time,Some college/university study without earning a degree,"Computer science, computer engineering, or software engineering",100 to 499 employees,Back-end developer;Data or business analyst;DevOps specialist;Game or graphics developer,3-5 years,,,,,,C++;Java;Python;SQL,Redis;MySQL;Memcached,Android;Linux,Django,Atom;Eclipse;IPython / Jupyter;PyCharm;Vim;Visual Studio;Visual Studio Code,Linux-based,2,Yes,Strongly disagree,,,,,,,,
5819,No,Yes,Japan,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Another engineering discipline (ex. civil, electrical, mechanical)",100 to 499 employees,Full-stack developer,12-14 years,,,,,,JavaScript;PHP;HTML;CSS,MySQL,Linux,,Vim;Visual Studio Code,MacOS,2,No,Strongly disagree,,,,,,,,
5885,Yes,Yes,Singapore,No,Employed full-time,"Other doctoral degree (Ph.D, Ed.D., etc.)","Computer science, computer engineering, or software engineering",500 to 999 employees,Back-end developer;Data scientist or machine learning specialist,9-11 years,3-5 years,I am actively looking for a job,Between 1 and 2 years ago,3.0,5000,C;C++;Python,Cassandra;Redis;Elasticsearch,Linux;Windows Desktop or Server,TensorFlow;Torch/PyTorch,Eclipse;IPython / Jupyter;PyCharm;Vim;Visual Studio,Linux-based,2,Yes,Neither agree nor disagree,10 (Very Likely),Daily or almost daily,Yes,Less than once per month or monthly,Yes,Yes,10 (Very Likely),Yes
6038,Yes,No,South Korea,No,Employed full-time,Associate degree,"Computer science, computer engineering, or software engineering",10 to 19 employees,Game or graphics developer,0-2 years,0-2 years,I am not interested in new job opportunities,Less than a year ago,,,,,,,,,,,,,,,,,,,
6119,Yes,Yes,China,No,Employed part-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","A social science (ex. anthropology, psychology, political science)","1,000 to 4,999 employees","C-suite executive (CEO, CTO, etc.)",3-5 years,3-5 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,,,,,,,,,,,,10 (Very Likely),Multiple times per day,Yes,Less than once per month or monthly,"No, I didn't know that Stack Overflow had a jobs board","No, I know what it is but I don't have one",,Yes
6122,Yes,Yes,China,No,Employed full-time,Some college/university study without earning a degree,"Fine arts or performing arts (ex. graphic design, music, studio art)",20 to 99 employees,Back-end developer;Desktop or enterprise applications developer;Educator or academic researcher;Engineering manager;Front-end developer;Full-stack developer;Game or graphics developer,6-8 years,3-5 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,,,,,,,,,,,,,,,,,,,
6161,Yes,Yes,Japan,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","10,000 or more employees",Back-end developer;DevOps specialist;System administrator,6-8 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,3.0,300000,Go;JavaScript;Python;Bash/Shell,Redis;MySQL;SQLite;Elasticsearch,Linux;Mac OS;Mainframe;Raspberry Pi,,Sublime Text,Linux-based,3,Yes,Somewhat agree,10 (Very Likely),Multiple times per day,Yes,Multiple times per day,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",,Yes
6297,No,Yes,Japan,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",20 to 99 employees,Back-end developer;DevOps specialist,9-11 years,9-11 years,I am actively looking for a job,Between 1 and 2 years ago,5.0,6200000,Go;Java;SQL,Redis;PostgreSQL;Amazon RDS/Aurora,AWS,,IntelliJ;Visual Studio Code,MacOS,1,Yes,Somewhat agree,10 (Very Likely),A few times per month or weekly,Yes,Less than once per month or monthly,Yes,Yes,10 (Very Likely),Yes
6408,Yes,No,China,No,Employed full-time,Some college/university study without earning a degree,"Computer science, computer engineering, or software engineering",20 to 99 employees,Front-end developer;Mobile developer,3-5 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,5.0,4000,Java;JavaScript;Swift;Kotlin;HTML;CSS;Bash/Shell,MongoDB;SQL Server,Android;iOS,Angular;Node.js;Cordova;Xamarin,Android Studio;IntelliJ;Visual Studio;Visual Studio Code;Xcode,Windows,1,Yes,Strongly agree,10 (Very Likely),Less than once per month or monthly,Yes,I have never participated in Q&A on Stack Overflow,"No, I didn't know that Stack Overflow had a jobs board","No, I know what it is but I don't have one",,No
6490,Yes,No,China,No,Employed full-time,"Other doctoral degree (Ph.D, Ed.D., etc.)","A natural science (ex. biology, chemistry, physics)","1,000 to 4,999 employees",Back-end developer;Data or business analyst;Database administrator;Engineering manager;System administrator,6-8 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,7.0,,Python,MySQL;Elasticsearch,Linux,,IPython / Jupyter,Windows,2,Yes,Strongly agree,10 (Very Likely),Multiple times per day,Yes,A few times per month or weekly,Yes,"No, and I don't know what that is",5,Yes
6516,No,No,China,"Yes, full-time",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","5,000 to 9,999 employees",Back-end developer,9-11 years,,,,,,,,,,,,,,,,,,,,,,
6567,Yes,Yes,Singapore,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Another engineering discipline (ex. civil, electrical, mechanical)",Fewer than 10 employees,Back-end developer;Educator or academic researcher;Embedded applications or devices developer;Mobile developer,3-5 years,,,,,,C++;CoffeeScript;Java;JavaScript;Python;Ruby;Scala;Kotlin;CSS,PostgreSQL,Android;Arduino;AWS;Heroku;Linux;Raspberry Pi,Angular,,,,,,10 (Very Likely),Daily or almost daily,Yes,Less than once per month or monthly,Yes,"No, I know what it is but I don't have one",6,Yes
6583,Yes,Yes,China,"Yes, part-time",Employed full-time,"Professional degree (JD, MD, etc.)","Computer science, computer engineering, or software engineering",500 to 999 employees,Back-end developer;Full-stack developer;Game or graphics developer,6-8 years,3-5 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,6.0,350000,C;C++;Python;SQL;Bash/Shell,Redis;MySQL,AWS;Linux;Mac OS;Windows Desktop or Server,Django;Hadoop;Node.js,PyCharm;Vim;Visual Studio,Linux-based,2,Yes,Neither agree nor disagree,10 (Very Likely),A few times per week,Yes,A few times per month or weekly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, I know what it is but I don't have one",,Yes
6625,No,Yes,South Korea,"Yes, full-time",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",100 to 499 employees,Full-stack developer,3-5 years,0-2 years,,,,,,,,,,,,,,,,,,,,,
6647,Yes,Yes,Japan,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Fewer than 10 employees,DevOps specialist;Front-end developer;Full-stack developer;Mobile developer;System administrator,6-8 years,3-5 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,11.0,300000,Java;JavaScript;Objective-C;HTML;CSS;Bash/Shell,MongoDB;PostgreSQL,Android;AWS;Heroku;iOS;Linux;Mac OS,Django;Node.js;React,Android Studio;Vim;Visual Studio Code;Xcode,MacOS,2,Yes,Somewhat disagree,10 (Very Likely),A few times per week,Yes,A few times per month or weekly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",,Yes
6663,Yes,No,China,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",100 to 499 employees,"Back-end developer;C-suite executive (CEO, CTO, etc.);Data or business analyst;Full-stack developer",15-17 years,15-17 years,I am not interested in new job opportunities,More than 4 years ago,,,,,,,,,,,,10 (Very Likely),Multiple times per day,Yes,A few times per month or weekly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",,Yes
6669,Yes,No,Japan,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Mathematics or statistics,20 to 99 employees,Back-end developer;Data or business analyst;Front-end developer;Mobile developer,9-11 years,3-5 years,I am actively looking for a job,Less than a year ago,8.0,,PHP;HTML;CSS,MySQL;Oracle,Drupal,Angular,PHPStorm;PyCharm;Xcode,Windows,1,Yes,Neither agree nor disagree,8,A few times per month or weekly,Yes,A few times per month or weekly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",,Yes
