Respondent,Hobby,OpenSource,Country,Student,Employment,FormalEducation,UndergradMajor,CompanySize,DevType,YearsCoding,YearsCodingProf,JobSearchStatus,LastNewJob,AssessBenefits11,Salary,LanguageWorkedWith,DatabaseWorkedWith,PlatformWorkedWith,FrameworkWorkedWith,IDE,OperatingSystem,NumberMonitors,AdBlocker,AdsAgreeDisagree2,StackOverflowRecommend,StackOverflowVisit,StackOverflowHasAccount,StackOverflowParticipate,StackOverflowJobs,StackOverflowDevStory,StackOverflowJobsRecommend,StackOverflowConsiderMember
20042,Yes,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",500 to 999 employees,Back-end developer;Designer;Front-end developer;Full-stack developer;Mobile developer,6-8 years,3-5 years,I am actively looking for a job,Between 2 and 4 years ago,7.0,,C;C++;C#;Java;JavaScript;SQL;Swift;CSS,PostgreSQL;Oracle,Linux;Windows Desktop or Server,,IntelliJ;Notepad++;Vim;Visual Studio;Visual Studio Code,Linux-based,3,No,Somewhat agree,10 (Very Likely),Multiple times per day,Yes,A few times per week,Yes,"No, I have one but it's out of date",10 (Very Likely),Yes
20351,No,Yes,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",100 to 499 employees,Embedded applications or devices developer;Mobile developer,12-14 years,6-8 years,I am actively looking for a job,Less than a year ago,4.0,4100,Go;Java;Bash/Shell,MySQL;Amazon RDS/Aurora,Amazon Echo;Android;Google Home;Firebase,,Android Studio;Sublime Text;Vim,MacOS,2,Yes,Somewhat agree,10 (Very Likely),Multiple times per day,Yes,Daily or almost daily,Yes,Yes,10 (Very Likely),Yes
21016,No,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",20 to 99 employees,Front-end developer;Full-stack developer,9-11 years,6-8 years,I am not interested in new job opportunities,Less than a year ago,4.0,,C#;JavaScript;SQL,SQL Server,,,Notepad++;Visual Studio,Windows,2,I'm not sure/I don't know,Neither agree nor disagree,8,Multiple times per day,Yes,Less than once per month or monthly,Yes,"No, I have one but it's out of date",6,Yes
21317,Yes,Yes,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","10,000 or more employees",Full-stack developer,9-11 years,,,,,,Java;JavaScript;Scala;SQL;TypeScript;HTML;CSS,Apache HBase;Apache Hive,,,,,,,,,,,,,,,
21737,Yes,Yes,Singapore,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",100 to 499 employees,Data or business analyst;Data scientist or machine learning specialist;Engineering manager;Product manager,12-14 years,9-11 years,"I’m not actively looking, but I am open to new opportunities",More than 4 years ago,6.0,,C#;Python,SQL Server;Amazon DynamoDB;Amazon Redshift;Neo4j,AWS;Azure,.NET Core,Visual Studio;Visual Studio Code,Windows,1,Yes,Somewhat disagree,10 (Very Likely),Multiple times per day,Yes,Less than once per month or monthly,"No, I didn't know that Stack Overflow had a jobs board","No, and I don't know what that is",,Yes
22095,Yes,Yes,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Another engineering discipline (ex. civil, electrical, mechanical)","5,000 to 9,999 employees",Back-end developer,9-11 years,9-11 years,I am actively looking for a job,More than 4 years ago,7.0,5000,SQL;Cobol,IBM Db2,Mainframe,,Notepad++,Windows,1,Yes,Somewhat agree,10 (Very Likely),Daily or almost daily,Yes,Less than once per month or monthly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, I have one but it's out of date",,Yes
22259,Yes,Yes,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",100 to 499 employees,Designer;Front-end developer;Full-stack developer,3-5 years,3-5 years,I am not interested in new job opportunities,Less than a year ago,,,JavaScript;PHP;Python;SQL;HTML;CSS,MySQL;MariaDB,,Angular;React,Android Studio;Atom;Notepad++;Sublime Text;Visual Studio Code,Windows,1,Yes,Strongly agree,7,Daily or almost daily,No,,Yes,,10 (Very Likely),No
22302,Yes,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",100 to 499 employees,Back-end developer;Data or business analyst;Desktop or enterprise applications developer;Front-end developer;Mobile developer,12-14 years,9-11 years,"I’m not actively looking, but I am open to new opportunities",More than 4 years ago,7.0,,C#;JavaScript;Objective-C;PHP;SQL;Delphi/Object Pascal;HTML;CSS,SQL Server;MySQL;PostgreSQL;SQLite;Oracle,Android;AWS;iOS;Mac OS;Raspberry Pi;Windows Desktop or Server;Windows Phone;WordPress,.NET Core,Android Studio;Atom;Notepad++;Visual Studio;Visual Studio Code;Xcode,Windows,2,I'm not sure/I don't know,Somewhat disagree,10 (Very Likely),A few times per week,Yes,Less than once per month or monthly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",,I'm not sure
22640,No,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Mathematics or statistics,"10,000 or more employees",Data or business analyst,3-5 years,,,,,,C++;Matlab;Python;R;SQL,MySQL;Amazon DynamoDB;Apache Hive;Amazon RDS/Aurora;Google Cloud Storage,AWS;Google Cloud Platform/App Engine;IBM Cloud or Watson,Hadoop,IPython / Jupyter;RStudio,,,,,,,,,,,,
22950,No,No,Singapore,No,Employed full-time,Associate degree,"Computer science, computer engineering, or software engineering","5,000 to 9,999 employees",Back-end developer;Embedded applications or devices developer;Front-end developer;Mobile developer,3-5 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,4.0,,C#;Java;JavaScript;SQL;VB.NET;HTML;CSS,SQL Server;MySQL;PostgreSQL;IBM Db2,Android;Windows Desktop or Server;Windows Phone,.NET Core;Spring,Notepad++;Visual Studio,Windows,2,I'm not sure/I don't know,Neither agree nor disagree,10 (Very Likely),Daily or almost daily,I'm not sure / I can't remember,,"No, I knew that Stack Overflow had a jobs board but have never used or visited it",,,I'm not sure
23815,Yes,Yes,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Information systems, information technology, or system administration",20 to 99 employees,"Back-end developer;C-suite executive (CEO, CTO, etc.);Data or business analyst;Front-end developer;Full-stack developer;Product manager",12-14 years,9-11 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,5.0,10000,JavaScript;PHP;SQL;HTML;CSS,MongoDB;Redis;MySQL;PostgreSQL;Elasticsearch,,,Sublime Text;Vim,MacOS,2,No,Somewhat agree,10 (Very Likely),A few times per week,Yes,Less than once per month or monthly,Yes,"No, and I don't know what that is",3,Yes
24198,Yes,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","5,000 to 9,999 employees",Mobile developer,6-8 years,6-8 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,,,Java;Kotlin,SQLite,Android;Firebase,,Android Studio;Notepad++;Visual Studio Code,Windows,1,I'm not sure/I don't know,Somewhat agree,,,,,,,,
24448,Yes,No,Singapore,No,Employed full-time,Associate degree,"Computer science, computer engineering, or software engineering",20 to 99 employees,Back-end developer;Database administrator;Desktop or enterprise applications developer;Full-stack developer;QA or test developer,3-5 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,2.0,2200,C#;Java;JavaScript;SQL;VBA;VB.NET;Visual Basic 6;HTML;CSS,"SQL Server;MySQL;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Android;Azure;Windows Desktop or Server,.NET Core,IntelliJ;Notepad++;PHPStorm;Sublime Text;Visual Studio;Visual Studio Code,Windows,1,Yes,,10 (Very Likely),A few times per week,Yes,A few times per month or weekly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",,Yes
24551,Yes,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","A business discipline (ex. accounting, finance, marketing)",20 to 99 employees,Back-end developer;Front-end developer;Full-stack developer,18-20 years,6-8 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,9.0,10000,JavaScript;Python;Scala;Swift;HTML;CSS,Cassandra;MongoDB;MySQL;PostgreSQL;SQLite;Elasticsearch,AWS,Django;Node.js;React;Spark,Atom;IntelliJ;IPython / Jupyter;PyCharm;TextMate;Vim,MacOS,3,No,Somewhat agree,10 (Very Likely),Daily or almost daily,Yes,A few times per month or weekly,Yes,"No, I have one but it's out of date",6,Yes
25061,Yes,No,Singapore,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","10,000 or more employees",Back-end developer;Desktop or enterprise applications developer;Front-end developer,18-20 years,12-14 years,"I’m not actively looking, but I am open to new opportunities",More than 4 years ago,4.0,92400,C#;Java;JavaScript;Python;Scala;SQL;Delphi/Object Pascal;HTML;CSS;Bash/Shell,SQL Server;SQLite,Windows Desktop or Server,.NET Core;Node.js;React;Spark;Spring,Eclipse;Notepad++;PyCharm;Visual Studio;Visual Studio Code,Windows,2,Yes,Somewhat disagree,10 (Very Likely),Multiple times per day,Yes,A few times per month or weekly,Yes,"No, and I don't know what that is",7,No
25204,Yes,Yes,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",10 to 19 employees,Back-end developer;Full-stack developer,9-11 years,6-8 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,8.0,,JavaScript;Scala;TypeScript;HTML;CSS,MongoDB;Redis,AWS;Firebase,Angular;Node.js;React,IntelliJ;Sublime Text;Visual Studio Code,MacOS,2,Yes,Somewhat agree,10 (Very Likely),Daily or almost daily,Yes,A few times per month or weekly,Yes,"No, I have one but it's out of date",9,Yes
25419,Yes,Yes,Singapore,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Another engineering discipline (ex. civil, electrical, mechanical)",Fewer than 10 employees,Back-end developer;Embedded applications or devices developer;Engineering manager;Full-stack developer;System administrator,9-11 years,9-11 years,I am not interested in new job opportunities,Between 1 and 2 years ago,4.0,,C;Groovy;Java;JavaScript;Python;HTML;CSS;Bash/Shell,PostgreSQL;Amazon RDS/Aurora,Arduino;AWS;ESP8266;Linux;Mac OS;Raspberry Pi,Node.js,IntelliJ;IPython / Jupyter;Sublime Text,MacOS,2,Yes,Somewhat agree,10 (Very Likely),Daily or almost daily,Yes,Less than once per month or monthly,Yes,"No, I have one but it's out of date",10 (Very Likely),I'm not sure
25785,Yes,Yes,Singapore,No,Employed full-time,Some college/university study without earning a degree,Web development or web design,10 to 19 employees,Front-end developer,12-14 years,12-14 years,I am not interested in new job opportunities,Less than a year ago,2.0,5500,Go;JavaScript;PHP;TypeScript;HTML;CSS;Bash/Shell,,Android;Drupal;Mac OS;Windows Desktop or Server;WordPress;Firebase,Angular;Node.js;React;Cordova,Atom;PHPStorm,MacOS,2,Yes,Neither agree nor disagree,9,A few times per week,Yes,A few times per week,Yes,"No, I have one but it's out of date",6,Yes
25865,Yes,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",100 to 499 employees,Full-stack developer;Student,6-8 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,9.0,,Assembly;C;C++;Java;JavaScript;Objective-C;PHP;Python;SQL;TypeScript;HTML;CSS;Bash/Shell,MongoDB;SQL Server;MySQL;PostgreSQL;Amazon DynamoDB,Android;AWS;Google Cloud Platform/App Engine;iOS;Linux;Mac OS;Windows Desktop or Server;Firebase,Angular;Node.js;React,Atom;Eclipse;Notepad++;Sublime Text;Vim,Windows,1,Yes,Neither agree nor disagree,10 (Very Likely),Daily or almost daily,Yes,A few times per week,"No, I knew that Stack Overflow had a jobs board but have never used or visited it",Yes,,Yes
26311,Yes,Yes,Singapore,"Yes, full-time",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Information systems, information technology, or system administration",100 to 499 employees,Back-end developer;Embedded applications or devices developer;Game or graphics developer,0-2 years,0-2 years,I am actively looking for a job,Less than a year ago,5.0,,C;Java;Lua,,Android;Linux,Django,Android Studio;Eclipse;Notepad++;Sublime Text;Vim,Linux-based,1,No,Neither agree nor disagree,10 (Very Likely),Daily or almost daily,Yes,A few times per week,Yes,"No, and I don't know what that is",10 (Very Likely),Yes
26331,Yes,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","A business discipline (ex. accounting, finance, marketing)",Fewer than 10 employees,Back-end developer;Designer;Front-end developer;Full-stack developer;Mobile developer;QA or test developer;Student,0-2 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,3.0,3500,JavaScript;Python;Ruby;SQL;HTML;CSS,MongoDB;MySQL;PostgreSQL,AWS;Heroku;Firebase,Node.js;React,Atom;Sublime Text,MacOS,1,Yes,Strongly agree,10 (Very Likely),Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,"No, I didn't know that Stack Overflow had a jobs board","No, and I don't know what that is",,I'm not sure
26396,No,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","10,000 or more employees",Full-stack developer,9-11 years,9-11 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,7.0,120000,Java;JavaScript;Scala;SQL;TypeScript;HTML;CSS;Bash/Shell,Oracle,Linux,Hadoop;React;Spark;Spring,IntelliJ,Windows,3,Yes,Somewhat agree,10 (Very Likely),Daily or almost daily,Yes,Less than once per month or monthly,Yes,"No, I know what it is but I don't have one",10 (Very Likely),Yes
26503,Yes,No,Singapore,No,Employed full-time,"Other doctoral degree (Ph.D, Ed.D., etc.)","A natural science (ex. biology, chemistry, physics)","10,000 or more employees",Data scientist or machine learning specialist,30 or more years,15-17 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,8.0,,C#;Python;R;SQL,SQL Server,Raspberry Pi;Windows Desktop or Server,.NET Core;TensorFlow,RStudio;Visual Studio,Windows,3,Yes,Somewhat agree,10 (Very Likely),Multiple times per day,Yes,Less than once per month or monthly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",,No
26589,Yes,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","A business discipline (ex. accounting, finance, marketing)",100 to 499 employees,Engineering manager,0-2 years,,,,,,,,,,Visual Studio,Windows,1,Yes,Somewhat disagree,8,A few times per week,Yes,A few times per month or weekly,Yes,"No, and I don't know what that is",8,No
26676,Yes,No,Singapore,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","1,000 to 4,999 employees",Back-end developer;Front-end developer;Full-stack developer,6-8 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,4.0,75000,C;C++;Java;JavaScript;Python;SQL;HTML;CSS;Bash/Shell,Cassandra;Elasticsearch,Linux,,Eclipse;IntelliJ;Notepad++;Visual Studio Code,Linux-based,1,Yes,Strongly disagree,8,,Yes,I have never participated in Q&A on Stack Overflow,Yes,"No, I have one but it's out of date",7,Yes
26683,No,No,Singapore,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","10,000 or more employees",Full-stack developer,9-11 years,,,,,,,,,,,,,,,7,A few times per week,I'm not sure / I can't remember,,"No, I knew that Stack Overflow had a jobs board but have never used or visited it",,,I'm not sure
26690,Yes,Yes,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","10,000 or more employees",Designer;DevOps specialist;Embedded applications or devices developer;Mobile developer,9-11 years,6-8 years,I am actively looking for a job,Between 1 and 2 years ago,2.0,50000,Assembly;C;Objective-C;Python;Swift;Bash/Shell,,Android;iOS;Linux;Mac OS;Windows Phone,,Android Studio;Eclipse;Notepad++;TextMate;Vim;Xcode,,2,No,Somewhat agree,10 (Very Likely),Multiple times per day,Yes,Multiple times per day,Yes,Yes,10 (Very Likely),Yes
